P@1,P@3,R@3,F1@3,P@10,R@10,F1@10,MRR,NDCG@10
8.494208494208493,8.236808236808233,8.236808236808233,8.236808236808233,5.135135135135126,17.11711711711713,7.900207900207891,16.007384935956377,22.656540834437433
