P@1,R@1,P@3,R@3,F1@3,P@10,R@10,F1@10,MRR,MAP,NDCG@3,NDCG@10
23.599999999999998,7.866666666666664,19.700000000000067,19.700000000000067,19.700000000000067,12.359999999999925,41.19999999999992,19.015384615384832,38.303730158730104,20.833002645502614,32.30687357890867,47.4595280250841
