P@1,P@3,R@3,F1@3,P@10,R@10,F1@10,MRR,NDCG@10
13.127413127413126,9.652509652509647,9.652509652509647,9.652509652509647,5.096525096525089,16.988416988416997,7.840807840807833,19.341177912606494,24.521987435814268
