P@1,P@3,R@3,F1@3,P@10,R@10,F1@10,MRR,NDCG@10
7.8,8.199999999999994,8.199999999999994,8.199999999999994,7.050000000000026,23.500000000000064,10.846153846153916,18.303809523809495,27.18457394203579
