P@1,P@3,R@3,F1@3,P@10,R@10,F1@10,MRR,NDCG@10
12.6,9.999999999999973,9.999999999999973,9.999999999999973,8.089999999999991,26.96666666666672,12.446153846153944,22.703412698412674,30.31503411978273
