P@1,R@1,P@3,R@3,F1@3,P@10,R@10,F1@10,MRR,MAP,NDCG@3,NDCG@10
13.127413127413126,4.375804375804377,12.226512226512213,12.226512226512213,12.226512226512213,7.6447876447876455,25.482625482625487,11.761211761211742,25.122571551142997,11.91676370247799,23.59726760529656,34.169732424730654
