P@1,P@3,R@3,F1@3,P@10,R@10,F1@10,MRR,NDCG@10
10.81081081081081,7.722007722007722,7.722007722007722,7.722007722007722,5.4826254826254734,18.275418275418293,8.434808434808426,18.1507017221303,24.473271181741893
